,datetime,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day,month,year,hour,saison,week_day
106,2011-01-05 10:00:00,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,4.0,53.0,57.0,5,1,2011,10,Hiver,Wednesday
107,2011-01-05 11:00:00,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,12.0,34.0,46.0,5,1,2011,11,Hiver,Wednesday
108,2011-01-05 12:00:00,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,5.0,74.0,79.0,5,1,2011,12,Hiver,Wednesday
109,2011-01-05 13:00:00,0.0,1.0,1.0,11.48,12.88,30.0,19.9995,6.0,65.0,71.0,5,1,2011,13,Hiver,Wednesday
110,2011-01-05 14:00:00,0.0,1.0,1.0,12.3,14.395,28.0,12.998,10.0,52.0,62.0,5,1,2011,14,Hiver,Wednesday
111,2011-01-05 15:00:00,0.0,1.0,1.0,12.3,14.395,28.0,12.998,7.0,55.0,62.0,5,1,2011,15,Hiver,Wednesday
112,2011-01-05 16:00:00,0.0,1.0,1.0,12.3,15.91,28.0,6.0032,4.0,85.0,89.0,5,1,2011,16,Hiver,Wednesday
113,2011-01-05 17:00:00,0.0,1.0,1.0,9.84,11.365,38.0,12.998,4.0,186.0,190.0,5,1,2011,17,Hiver,Wednesday
114,2011-01-05 18:00:00,0.0,1.0,1.0,9.84,12.12,38.0,8.9981,3.0,166.0,169.0,5,1,2011,18,Hiver,Wednesday
115,2011-01-05 19:00:00,0.0,1.0,1.0,9.84,12.88,38.0,7.0015,5.0,127.0,132.0,5,1,2011,19,Hiver,Wednesday
116,2011-01-05 20:00:00,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,7.0,82.0,89.0,5,1,2011,20,Hiver,Wednesday
117,2011-01-05 21:00:00,0.0,1.0,1.0,8.2,9.85,51.0,12.998,3.0,40.0,43.0,5,1,2011,21,Hiver,Wednesday
118,2011-01-05 22:00:00,0.0,1.0,1.0,7.38,9.85,55.0,8.9981,1.0,41.0,42.0,5,1,2011,22,Hiver,Wednesday
119,2011-01-05 23:00:00,0.0,1.0,1.0,8.2,12.88,47.0,0.0,1.0,18.0,19.0,5,1,2011,23,Hiver,Wednesday
120,2011-01-06 00:00:00,0.0,1.0,1.0,7.38,12.12,55.0,0.0,0.0,11.0,11.0,6,1,2011,0,Hiver,Thursday
121,2011-01-06 01:00:00,0.0,1.0,1.0,6.56,11.365,64.0,0.0,0.0,4.0,4.0,6,1,2011,1,Hiver,Thursday
122,2011-01-06 02:00:00,0.0,1.0,1.0,6.56,11.365,64.0,0.0,0.0,2.0,2.0,6,1,2011,2,Hiver,Thursday
123,2011-01-06 03:00:00,0.0,1.0,2.0,6.56,9.85,64.0,6.0032,0.0,0.0,0.0,6,1,2011,3,Hiver,Thursday
124,2011-01-06 04:00:00,0.0,1.0,2.0,6.56,9.85,64.0,6.0032,0.0,1.0,1.0,6,1,2011,4,Hiver,Thursday
125,2011-01-06 05:00:00,0.0,1.0,2.0,5.74,9.09,69.0,6.0032,0.0,4.0,4.0,6,1,2011,5,Hiver,Thursday
126,2011-01-06 06:00:00,0.0,1.0,2.0,5.74,8.335,63.0,7.0015,0.0,36.0,36.0,6,1,2011,6,Hiver,Thursday
127,2011-01-06 07:00:00,0.0,1.0,2.0,6.56,11.365,59.0,0.0,0.0,95.0,95.0,6,1,2011,7,Hiver,Thursday
128,2011-01-06 08:00:00,0.0,1.0,1.0,6.56,11.365,59.0,0.0,3.0,216.0,219.0,6,1,2011,8,Hiver,Thursday
129,2011-01-06 09:00:00,0.0,1.0,2.0,7.38,12.12,51.0,0.0,6.0,116.0,122.0,6,1,2011,9,Hiver,Thursday
130,2011-01-06 10:00:00,0.0,1.0,1.0,8.2,12.88,47.0,0.0,3.0,42.0,45.0,6,1,2011,10,Hiver,Thursday
131,2011-01-06 11:00:00,0.0,1.0,1.0,9.02,12.88,44.0,6.0032,2.0,57.0,59.0,6,1,2011,11,Hiver,Thursday
132,2011-01-06 12:00:00,0.0,1.0,1.0,10.66,14.395,35.0,0.0,6.0,78.0,84.0,6,1,2011,12,Hiver,Thursday
133,2011-01-06 13:00:00,0.0,1.0,1.0,10.66,13.635,35.0,7.0015,12.0,55.0,67.0,6,1,2011,13,Hiver,Thursday
134,2011-01-06 14:00:00,0.0,1.0,1.0,11.48,13.635,36.0,11.0014,11.0,59.0,70.0,6,1,2011,14,Hiver,Thursday
135,2011-01-06 15:00:00,0.0,1.0,1.0,11.48,13.635,36.0,0.0,8.0,54.0,62.0,6,1,2011,15,Hiver,Thursday
136,2011-01-06 16:00:00,0.0,1.0,1.0,10.66,12.88,38.0,11.0014,12.0,74.0,86.0,6,1,2011,16,Hiver,Thursday
137,2011-01-06 17:00:00,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,9.0,163.0,172.0,6,1,2011,17,Hiver,Thursday
138,2011-01-06 18:00:00,0.0,1.0,1.0,9.02,11.365,51.0,8.9981,5.0,158.0,163.0,6,1,2011,18,Hiver,Thursday
139,2011-01-06 19:00:00,0.0,1.0,1.0,9.02,12.88,55.0,6.0032,3.0,109.0,112.0,6,1,2011,19,Hiver,Thursday
140,2011-01-06 20:00:00,0.0,1.0,1.0,8.2,10.605,51.0,11.0014,3.0,66.0,69.0,6,1,2011,20,Hiver,Thursday
141,2011-01-06 21:00:00,0.0,1.0,2.0,9.02,10.605,55.0,15.0013,0.0,48.0,48.0,6,1,2011,21,Hiver,Thursday
142,2011-01-06 22:00:00,0.0,1.0,2.0,9.02,10.605,51.0,19.0012,1.0,51.0,52.0,6,1,2011,22,Hiver,Thursday
143,2011-01-06 23:00:00,0.0,1.0,2.0,8.2,9.85,59.0,12.998,4.0,19.0,23.0,6,1,2011,23,Hiver,Thursday
144,2011-01-07 00:00:00,0.0,1.0,2.0,8.2,9.85,64.0,12.998,4.0,13.0,17.0,7,1,2011,0,Hiver,Friday
145,2011-01-07 01:00:00,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,2.0,5.0,7.0,7,1,2011,1,Hiver,Friday
146,2011-01-07 02:00:00,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,0.0,1.0,1.0,7,1,2011,2,Hiver,Friday
147,2011-01-07 03:00:00,0.0,1.0,2.0,8.2,10.605,69.0,8.9981,0.0,0.0,0.0,7,1,2011,3,Hiver,Friday
148,2011-01-07 04:00:00,0.0,1.0,2.0,8.2,10.605,69.0,8.9981,0.0,1.0,1.0,7,1,2011,4,Hiver,Friday
149,2011-01-07 05:00:00,0.0,1.0,3.0,9.02,13.635,55.0,0.0,0.0,5.0,5.0,7,1,2011,5,Hiver,Friday
150,2011-01-07 06:00:00,0.0,1.0,2.0,8.2,12.88,69.0,0.0,8.0,26.0,34.0,7,1,2011,6,Hiver,Friday
151,2011-01-07 07:00:00,0.0,1.0,1.0,8.2,10.605,69.0,8.9981,8.0,76.0,84.0,7,1,2011,7,Hiver,Friday
152,2011-01-07 08:00:00,0.0,1.0,1.0,8.2,9.85,51.0,16.9979,20.0,190.0,210.0,7,1,2011,8,Hiver,Friday
153,2011-01-07 09:00:00,0.0,1.0,1.0,8.2,9.09,47.0,19.9995,9.0,125.0,134.0,7,1,2011,9,Hiver,Friday
154,2011-01-07 10:00:00,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,16.0,47.0,63.0,7,1,2011,10,Hiver,Friday
155,2011-01-07 11:00:00,0.0,1.0,2.0,8.2,9.85,40.0,15.0013,19.0,48.0,67.0,7,1,2011,11,Hiver,Friday
156,2011-01-07 12:00:00,0.0,1.0,2.0,8.2,9.85,37.0,16.9979,9.0,50.0,59.0,7,1,2011,12,Hiver,Friday
157,2011-01-07 13:00:00,0.0,1.0,2.0,8.2,9.09,37.0,19.0012,9.0,64.0,73.0,7,1,2011,13,Hiver,Friday
158,2011-01-07 14:00:00,0.0,1.0,2.0,8.2,9.85,40.0,16.9979,7.0,43.0,50.0,7,1,2011,14,Hiver,Friday
159,2011-01-07 15:00:00,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,9.0,63.0,72.0,7,1,2011,15,Hiver,Friday
160,2011-01-07 16:00:00,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,5.0,82.0,87.0,7,1,2011,16,Hiver,Friday
161,2011-01-07 17:00:00,0.0,1.0,2.0,8.2,12.88,37.0,0.0,9.0,178.0,187.0,7,1,2011,17,Hiver,Friday
162,2011-01-07 18:00:00,0.0,1.0,1.0,8.2,11.365,40.0,6.0032,7.0,116.0,123.0,7,1,2011,18,Hiver,Friday
163,2011-01-07 19:00:00,0.0,1.0,1.0,6.56,9.85,55.0,6.0032,3.0,92.0,95.0,7,1,2011,19,Hiver,Friday
164,2011-01-07 20:00:00,0.0,1.0,1.0,7.38,10.605,47.0,7.0015,1.0,50.0,51.0,7,1,2011,20,Hiver,Friday
165,2011-01-07 21:00:00,0.0,1.0,1.0,7.38,9.85,47.0,8.9981,0.0,39.0,39.0,7,1,2011,21,Hiver,Friday
166,2011-01-07 22:00:00,0.0,1.0,2.0,7.38,9.85,43.0,11.0014,2.0,34.0,36.0,7,1,2011,22,Hiver,Friday
167,2011-01-07 23:00:00,0.0,1.0,2.0,7.38,9.85,51.0,11.0014,1.0,14.0,15.0,7,1,2011,23,Hiver,Friday
168,2011-01-08 00:00:00,0.0,0.0,2.0,7.38,9.85,51.0,11.0014,1.0,24.0,25.0,8,1,2011,0,Hiver,Saturday
169,2011-01-08 01:00:00,0.0,0.0,2.0,7.38,10.605,55.0,6.0032,1.0,15.0,16.0,8,1,2011,1,Hiver,Saturday
170,2011-01-08 02:00:00,0.0,0.0,2.0,7.38,12.12,55.0,0.0,3.0,13.0,16.0,8,1,2011,2,Hiver,Saturday
171,2011-01-08 03:00:00,0.0,0.0,3.0,7.38,9.85,55.0,11.0014,0.0,7.0,7.0,8,1,2011,3,Hiver,Saturday
172,2011-01-08 04:00:00,0.0,0.0,3.0,7.38,9.85,55.0,11.0014,0.0,1.0,1.0,8,1,2011,4,Hiver,Saturday
173,2011-01-08 05:00:00,0.0,0.0,2.0,6.56,8.335,74.0,11.0014,0.0,5.0,5.0,8,1,2011,5,Hiver,Saturday
174,2011-01-08 06:00:00,0.0,0.0,2.0,6.56,8.335,74.0,11.0014,0.0,2.0,2.0,8,1,2011,6,Hiver,Saturday
175,2011-01-08 07:00:00,0.0,0.0,2.0,6.56,9.09,74.0,7.0015,1.0,8.0,9.0,8,1,2011,7,Hiver,Saturday
176,2011-01-08 08:00:00,0.0,0.0,3.0,6.56,9.09,93.0,7.0015,0.0,15.0,15.0,8,1,2011,8,Hiver,Saturday
177,2011-01-08 09:00:00,0.0,0.0,3.0,6.56,9.09,93.0,7.0015,0.0,20.0,20.0,8,1,2011,9,Hiver,Saturday
178,2011-01-08 10:00:00,0.0,0.0,2.0,7.38,9.85,80.0,11.0014,5.0,56.0,61.0,8,1,2011,10,Hiver,Saturday
179,2011-01-08 11:00:00,0.0,0.0,2.0,8.2,9.09,69.0,26.0027,2.0,60.0,62.0,8,1,2011,11,Hiver,Saturday
180,2011-01-08 12:00:00,0.0,0.0,2.0,8.2,9.09,59.0,23.9994,8.0,90.0,98.0,8,1,2011,12,Hiver,Saturday
181,2011-01-08 13:00:00,0.0,0.0,1.0,8.2,9.09,44.0,22.0028,7.0,95.0,102.0,8,1,2011,13,Hiver,Saturday
182,2011-01-08 14:00:00,0.0,0.0,1.0,8.2,8.335,32.0,32.9975,12.0,83.0,95.0,8,1,2011,14,Hiver,Saturday
183,2011-01-08 15:00:00,0.0,0.0,1.0,8.2,8.335,32.0,30.0026,5.0,69.0,74.0,8,1,2011,15,Hiver,Saturday
184,2011-01-08 16:00:00,0.0,0.0,1.0,7.38,6.82,29.0,30.0026,8.0,68.0,76.0,8,1,2011,16,Hiver,Saturday
